business_id,latitude,longitude,attributes.Price Range,review_count,stars
bS8l0iBYl0uaO8w1R5_wdg,33.3148631,-111.8595869,0,3,4.5
szufXBiWQ2FbjkZ9EYCzvg,33.3367611,-111.876286,0,7,3.5
SBmbCfkqbG5KkFE8swls-Q,33.3358872,-111.8590672,1,23,4
BJBzsvaCQ2mo8CWfQ1jPiA,33.334024,-111.860544,1,10,3.5
jJlOPkv4Xl6vxNzr51fnYw,33.327278,-111.858116,1,233,4
-4BtfPW3_v092G8pqHrv4w,33.305579,-111.862189,1,10,3.5
wdkVP5rNQHCbQTSBVfJrgQ,33.3060048,-111.8862435,2,20,2.5
QxAbMGhwyZ4UlWshbtjLmw,33.3191497,-111.8740975,2,10,5
0L6MiLWLBGKLRhgQ7mnJQw,33.3483834,-111.8591719,1,9,3.5
bZyUy0SBJEfea9R-CuXTRA,33.3076865,-111.8872332,2,12,3.5
M3o2COfApfB9et5AwDZ-Pg,33.3061635,-111.8744659,0,8,2.5
WorzvsB28dlSnCyuNslSdA,33.31947453,-111.8605644,1,15,4
lLZNqy5_W1bNexvfa_EpHA,33.3357946,-111.8756598,2,11,2.5
Z6FcH4my0kbioUs3iqCu5w,33.3060543,-111.87806,0,12,3
7S2YQJW_YbF_OTXAqQ9_jg,33.290566,-111.881322,0,4,4
y75baZnoI51J8WS7NK9FHQ,33.31138307,-111.8596039,1,204,4
4M1fVHmnSyNg-fNW247-QA,33.349137,-111.87562,1,27,3
#NAME?,33.307711,-111.890393,0,10,3
DEtK7Ov06jWuPVMRWFhq7Q,33.2975329,-111.8779787,0,3,2.5
MccFX_avEE1m9pPuSasbYQ,33.3060431,-111.8781679,0,4,5
wc6xr6Qg0ZPbSa5NJ_leEw,33.3085845,-111.8745194,0,4,2
ASxUPQGzDomkggD6S4brpg,33.306359,-111.887397,2,3,3.5
DHUWXzAtMlqeOxTuOObZVA,33.3061241,-111.8611817,0,3,3.5
eyjyLrHjTPGuynfv-glYcw,33.3405728,-111.8591679,1,12,3
a9Wk44qJLWoJQT-_H8MB-w,33.321726,-111.875811,2,113,4
m_fi31gTJ1aASUZbS3QioQ,33.306349,-111.891192,1,5,3
baD0UGq57MLZ-vLFzyHF_g,33.2965461,-111.8755538,0,5,4
0MoKiXqYSvyJu_BFugwFqg,33.321726,-111.875811,1,10,3
c4NNOU7brgUvlDyUwaZCyQ,33.2965461,-111.8755538,0,14,2
PAPugFMB4IOtm2EL_korhQ,33.3061241,-111.8611817,0,7,2
0SkiN-iSb68lMN6CfZI5-A,33.3487822,-111.8769657,0,3,4.5
Yx3nLjvrO8wrB1CfTzHYHQ,33.354968,-111.860317,0,6,3.5
lDwHtEVlak5lVrXi2FImPA,33.3281635,-111.8758774,0,4,2.5
7wo7RssoysYNR8f31EEeRQ,33.3200431,-111.9266172,1,14,4.5
k83LpHfy9j05POm4rxBVSA,33.35096,-111.858667,1,51,4
kOK86MUuK-VWfJEYuvHUnQ,33.306407,-111.875936,2,16,3.5
E-6SY0VCtMHxnrmPS5Nn1A,33.303956,-111.86225,0,8,5
1Duul3qCnLrNak1Np-iHfw,33.31953113,-111.874307,2,258,4
kNnk3xy9eb4ym8nljQUGlA,33.3358289,-111.859503,1,71,4
9kBY3zyRKYDUX0AzzzAVxw,33.3205799,-111.8825303,0,3,2
fN3RgiXJMoYcZzn9y8JRQw,33.320489,-111.875689,1,5,4.5
WQ9oz6C0ZW5AQjjQfQgl7g,33.3283451,-111.8585192,2,3,3.5
emRMcF8zGZwHWfXInHgTww,33.32238,-111.757177,0,3,5
H74aYRotUzWjAm8CEExOrg,33.30664882,-111.8891044,1,31,2.5
UCaF3g4e1Diqpf0A06smag,33.3073697,-111.8747757,1,4,1.5
OHaSpQFXoGjlmGkAm0SwAw,33.305681,-111.897553,0,3,2
OjNTZTZ6HYQghJN-3jmwnA,33.3064096,-111.8905611,2,67,3.5
17AGor2KUDMLUV5u5NbTnw,33.3060616,-111.8748501,0,6,3.5
l1MZjZK2tLxfFRB62lQmsg,33.3191497,-111.8740975,1,161,4
phHXdTh5L2w8vQ9Gsmq27A,33.3060589,-111.8752353,1,28,3.5
2yMqb2Ey4PspeyLn4y2dHQ,33.3061923,-111.8893104,2,6,4
s8cHXeSlX_aPI2x49UkCCg,33.313774,-111.859677,2,193,4
jXT8hYPP2LILb0sK4gZF9Q,33.3204873,-111.8758993,2,4,2.5
YAu1dTr3LMvKbWyABKmkYQ,33.3059968,-111.88516,0,17,2.5
s5wWB8QF2JAx0DxV8WrS9g,33.3039513,-111.8625169,3,7,2.5
O6_Wzh6aBOVL4Bm2Zaysnw,33.3487772,-111.8772769,2,26,3.5
4g8gYWhgHeSoXLt9NwYPzQ,33.3480347,-111.8592483,2,8,3.5
J6ZcTaL_4XaC7SwV1w9IOg,33.301316,-111.757784,0,7,4.5
qgJZUKNVY-LbGKk6XEP3JA,33.3196157,-111.8591805,1,56,4
_9JDgUdXbCn1Vx-nj49VJg,33.307272,-111.874253,2,28,4.5
hlJOw2HN4-dqIs7bKTqaXQ,33.3052007,-111.8759747,0,8,3
WV2UObiT3EknPaAvo1GVYg,33.3260297,-111.8747445,2,9,3
m9b9gugHw1ZDmK3v8O1GUw,33.3365557,-111.8583888,1,15,4
DcnLWkASDJfHaSH6kKbezg,33.2987314,-111.8754484,0,14,3.5
ICAFGYD7jnoOxsiz91ljEw,33.351069,-111.857927,0,4,5
j5tNIkM_UbyaiAGPqqLJcQ,33.3359364,-111.8763158,1,5,4
z4KFTJQsAdxqMZA7Fx0A9A,33.3336827,-111.8775741,2,126,3.5
iwzHQ7aBPrxKybarW5q5TA,33.3059862,-111.88665,1,34,4
5KG0A3WlC7K3DAXtrIFFjg,33.3361505,-111.8743381,1,190,4
JI5aC9sYX57qTl_rFVfldg,33.3060629,-111.8752887,3,5,3
XQBeEuQK4K-BOYRjxHijjA,33.3060421,-111.8663864,0,19,2.5
4kPDzSReLzJa0gQSjuHWvQ,33.346843,-111.877144,2,7,4
5vgmIwBB48fwo_WC8vGiXA,33.3399193,-111.8595356,2,98,3
oe1mlI8LwucyE60P1E3vRQ,33.2965298,-111.877985,0,3,4.5
fFgLFwL5i3oWN-mzOxFJnA,33.348908,-111.874796,0,3,5
revhmmG12K3xXH029R7GoA,33.3065453,-111.879548,0,4,3.5
sh3kl5sfAhUwx6MlGNsftA,33.3059733,-111.890322,2,3,3.5
5D1DG-EUUO3pMvMOuY6U9Q,33.5846244,-111.9777181,1,58,4.5
-6Roo-EHgSdUa4rP3tWyRw,33.306411,-111.89307,2,89,3
bhoSI9mRbO9SI27xaAwX6g,33.348908,-111.874796,1,3,3.5
un3KC2gyMrSG6yqjVRctXg,33.3336827,-111.8775741,2,222,4
z6V7Mb0fjHo_JT3l7dCKsA,33.335621,-111.875061,1,10,2.5
-4zMr3jk0ykmsk5sxsQMlA,33.3346494,-111.8609137,1,8,4
kymUx3rIPt1_FHb2_TYSZg,33.334655,-111.858561,0,3,2.5
VnpcUkqPVm4irNn5WzpNpA,33.2767536,-111.7869143,0,7,3.5
JNSzD-CdBisAOCOUylNMMQ,33.2928659,-111.874795,0,11,4.5
r5vUrirMWVOHHuTIRXfy6w,33.3059872,-111.8865609,1,7,2.5
U_aP0IJdn36wYwpiCtQCag,33.305436,-111.863217,3,15,3
ztN3qDONemBwjQNHRY29AQ,33.3231366,-111.8592172,0,3,3.5
Psrts-3bLgvp6F7v1aL0SQ,33.341383,-111.859404,0,7,4.5
eiiu_OFYH2st6_y50sJ6kA,33.3198703,-111.8614719,0,25,3.5
3TCHnHO2gGfGw--0uN6XMg,33.3061019,-111.8729805,0,12,3
EKEAy32TpkZ_mqQyX0on2w,33.348908,-111.874796,0,4,5
-9meXYVIw8yFg_yMG5RvCw,33.3051971,-111.9660155,1,11,3
l1kqHWtICTNk8TdCNisf5A,33.33657881,-111.8594885,1,101,4
QQvzErQ8Ijdy3SyEmYVG7Q,33.3190309,-111.8743502,2,7,3
XfhFVbrcguL2ifZnfOzmXQ,33.3196359,-111.8591807,2,11,4
Z_FfEMcEfcpWJo51z6jh1A,33.335791,-111.861773,0,3,5
eCDUWNT1iQHrhb8JzK1M0g,33.335132,-111.8590785,1,8,3
4rpEXjl73w89XAKNmVoagg,33.307122,-111.879094,0,4,3
YXQzFolTvipDSpTlUTd6Eg,33.336913,-111.8590655,3,23,2.5
UIGFrEcoDsw05I1UOrxdOA,33.306501,-111.875221,2,158,3.5
7EoW1PjL84fiET_Uz5mjmQ,33.3199126,-111.8592563,1,3,2
xpnNsrT8QsCIUdawnsBvoQ,33.3487772,-111.8772769,0,3,5
G2V_8dPjrpqBa4GMXmAOog,33.335143,-111.8590783,2,3,2.5
5uj8wYz4W3cBS9hibhSHig,33.334536,-111.846555,0,5,3.5
g9d1hR8BIIzTESApfiOPcw,33.28971961,-111.9639123,2,5,4
O6ogkhJOdaX81sNC9_RAOw,33.2928195,-111.9630615,3,3,2.5
qfFSS0A5OXUkCbTeC1fYLw,33.269051,-111.993597,3,44,4.5
T9iBSa4pxYXP129pHlt5Sg,33.2664769,-111.9918702,4,136,4.5
IpiCTbW1u04ytps6tFF4QQ,33.319395,-111.874965,0,4,4
2OXmEkZheyM3115zFT6zrg,33.248126,-111.866538,2,10,3.5
h7Db1FzhqlDLUzHHkWPhAw,33.3052504,-111.9380626,0,3,5
Nqk7gBL627EH74XVpyPRfQ,33.3057842,-111.8997226,0,8,3
DcML-4f7oib19ed67Ruv6w,33.29596,-111.89981,2,18,3.5
fH6jUAAzLKwHIUOAQm_CYA,33.320666,-111.907283,0,8,4.5
pfV1QVLr4qjiQmmdkMfiAA,33.265493,-111.958961,0,16,4.5
EC3IhVpKbLg6GiQ-KSEBaw,33.320255,-111.927681,1,12,3.5
6YC-wRAyaFNUQTZ0RjSvcw,33.302893,-111.9079737,0,18,3
E4_d8XPdOXqCGhqdvfzGlA,33.3219318,-111.9127918,2,5,4
yMkXrAbKr3C1BjXIj6CIzA,33.3173169,-111.9684672,1,19,3.5
bXHigawd9fIWzYDb81p_Vw,33.3051282,-111.9620883,0,24,3
8D8HRd8x4-gTvmguBA_1Kw,33.3052721,-111.9277565,1,4,3.5
3Wfc0EJutOj1WVeH_qBbtg,33.303281,-111.913853,0,23,4.5
YOQkOW0SP5WsfL9XFSvXCg,33.306441,-111.949413,0,3,2.5
oOo0xGOVq7cYTP1fORdoFg,33.31998046,-111.9584301,3,83,4
aWbvOOOhlRIVXBansfLdEQ,33.3184617,-111.9656825,2,19,4
wy_R4crNr1BH0CP87y9UHQ,33.3048389,-111.9490143,2,53,3.5
IyJQoqUTYFAYPYpy6fssCw,33.3052386,-111.951304,1,17,4.5
mrMjhmzR49py1XbToFnWwA,33.304861,-111.927065,1,3,4.5
lHlx-yBqxGVBsnMN7tzMAQ,33.3172582,-111.9684692,2,3,4.5
PEezgevlEHjujMN1qTQH1g,33.320322,-111.9662565,2,3,3.5
b-WHgdSOBfWr7B0QpybHRw,33.3159406,-111.9708799,2,4,3
3V3bFPPkCbCFhPS4pq9LMg,33.3055292,-111.9439579,2,10,2
iyTQbU_XdznZ48AzeQfbdg,33.3065941,-111.945022,2,6,3
8kunNClZ1AD0Rj5bDiFdrQ,33.321216,-111.967898,1,61,3.5
W0p6nbhpJaEitQoNt6YPzQ,33.3052504,-111.9380626,0,5,4
LfRBFljunPMQ44gkP7sMsQ,33.3022462,-111.897967,3,5,3
Xa-NZsGIIU9BWrFetK0EvA,33.305681,-111.897553,3,5,4
VN2S3N_l4AuSRj8bdOYIEA,33.3055295,-111.9027999,2,4,3.5
KgYvd2BlQIGUw4Aj5qKevQ,33.3056618,-111.8975543,1,11,2.5
blx7zxfY7Xq4bbj33IQv1g,33.3057055,-111.896788,0,3,2
7IfZTV9Bk8nKfpCrk_rT2w,33.305681,-111.897553,3,3,4.5
c9TDLIjHDt1Lrxv0U8ELxw,33.305681,-111.897553,0,4,3.5
4jaExIpQYRBzxqk9jaYlow,33.3055295,-111.9027999,1,5,3.5
#NAME?,33.305681,-111.897553,3,5,3
erzXnPtbSxGDqbfFEublKA,33.3016651,-111.8980181,4,6,3
Sbgrvtk0P2Zc-ckTjEVFZw,33.305681,-111.897553,3,4,4
Hx1Af23Po2bojH1ItEtCrA,33.3022462,-111.897967,3,66,3.5
Rj-YYQuQ3Aeu1GlhcSpo8g,33.305681,-111.897553,4,3,2.5
tpN254LPQTzGODnqI6RpSA,33.318868,-111.908947,2,7,2.5
C7ocuI_OEIsSCCMbXO9E9g,33.303126,-111.896595,2,22,4
1gwE7TFJ6lS55hSpEJdIMw,33.3055845,-111.9002766,2,12,4.5
oSDf6BHiMlKGZdFFmIo6NQ,33.320344,-111.926391,2,65,4
l5X8VsWdcwDHmM2M7cs_6A,33.3212539,-111.91169,1,9,4
IGkZzCsahWEHywUeEgkGMA,33.321205,-111.964808,2,18,3.5
581qSMwGGgdVSdiBTsrPyQ,33.3197988,-111.929773,1,18,4
xSrMKdu8KfEeqJI1QYGRoA,33.302561,-111.914847,0,3,4
x6SFC7qtuuyI94SH7e-GwA,33.3188466,-111.9695826,1,15,2.5
dIE1ZPWm5_f1gQbsw2xmww,33.322533,-111.9679624,0,44,2.5
NDrrwX1n20HU67dD8asgvg,33.3047929,-111.944994,1,9,3
i8oOeXpvCiorgNcxXKLh5Q,33.3197988,-111.929773,3,6,3.5
5BPuQsM1_CwVu7KiqIjyGA,33.3134804,-111.9703172,2,24,3
Upy1cPinoaeK4HKwY6BUaw,33.306592,-111.968364,2,9,4
NZ6_i3FmyUMp4hsSUrGXww,33.301377,-111.946065,0,26,4.5
kkoOJB69AyFjBcmFMqk6pg,33.317422,-111.968815,0,7,1.5
7yj_Q15ZB46lbXavBustZQ,33.306483,-111.969418,2,12,4
-9iYGbkqom5fpj4iiLjsrA,33.318767,-111.943635,1,32,3.5
ywkHUWRf3fPrRq0hHHI9Wg,33.3038469,-111.9468378,0,6,3
tMkKUGwABdGWKwnLXaCYUg,33.305406,-111.938776,0,3,1.5
PtvngIKM98T0_rW_VfRcSQ,33.317906,-111.964138,3,16,4.5
809yQbiyWhniPQEeeqXuHA,33.316916,-111.967074,2,15,4
bsHBCjGykWPG1HHDsmXVfA,33.31648,-111.968041,1,6,2.5
bEQjf7c-9qkNWgXvriSGZw,33.304845,-111.951499,1,54,3.5
QjbiS4XFuW8BmXXRWprrRQ,33.320648,-111.970335,4,4,4
7sNFLjSyinVqeQ_Teg2WRQ,33.31814575,-111.9705582,2,13,3.5
6_ZPbupZzPf2f728EOODVg,33.317906,-111.964138,2,3,4
G6Y8f12zve-Cz48RSV_4uw,33.319251,-111.9606812,0,7,5
DFRXglX1d9AMxghawyVEQg,33.4037419,-112.0036119,0,5,3.5
jAXrkwVoCBlRPygOr8PtmA,33.32513,-111.911589,0,4,2.5
12ti55UYaJ82eDTAI-adHA,33.30762701,-111.8953764,2,14,2.5
Hd4aaoYDDraHqgCC_A_cnw,33.3052343,-111.9026145,2,3,3.5
Tqii3yXlCD90E_YYX_E7eA,33.3066736,-111.8962248,2,3,2.5
GhC1V0MRGoma3MP0Gn28Fw,33.305681,-111.897553,1,3,4.5
Cv4kZH9zN0wpN2Drn0qkLg,33.31779992,-111.9687285,1,51,3.5
0UWfvm0ah-8DVSm3nkbsMg,33.3512237,-111.85924,1,9,4
p-_b1Ohxxx6b3lg3Lc5DoQ,33.317906,-111.964138,2,8,3.5
txCJurIIrE9ZoHu3gZUvnQ,33.320451,-111.967678,2,47,2.5
vtQOervVVTXjhvSZQiZ6PA,33.3192377,-111.9294836,2,128,4
mB-phY3LtSnVFrEBYaB7Yw,33.311373,-111.966969,0,4,4.5
V4nM6U5C_xhfzWffciYfSw,33.2912857,-111.9697344,0,10,5
LySAATrzrru3ajc5sEBFOA,33.304861,-111.927065,1,4,3
zr6Ic3XVUYSKzoJoXjAz-g,33.3192377,-111.9294836,2,9,3
cKxXBvOithS-Ic5KnhEKrg,33.3208924,-111.9686252,2,73,3.5
1D9wTe9u0anBT6vrNL7HnQ,33.3016651,-111.8980181,4,19,3
CxKMlaiW5l56qTtuTm6b0w,33.305681,-111.897553,2,3,3.5
78IaYCf9ktUep4UhhjXbTg,33.3022462,-111.897967,2,152,3.5
DZMS1-ilpuSzoFEW9xsnyg,33.30205726,-111.8984464,2,19,3
CWFRULJux3D0WKBqdrpzrw,33.2985909,-111.8962404,2,37,2.5
#NAME?,33.3016651,-111.8980181,2,168,3.5
TgITBcOoarnIcMA82iKzMQ,33.3059046,-111.9024622,3,10,3.5
a25A1cv4rarHnxICWTC3Vw,33.3055295,-111.9027999,3,4,3
ySo0ojv1CKZQsPl0Qj4rsw,33.305681,-111.897553,0,3,3.5
9whGt6zd2ulTYKqRNB02yA,33.305681,-111.897553,1,3,2.5
FCYH8zUTtq29Q4kWUaSKVQ,33.3202178,-111.9077832,0,6,5
9iLiMm3Z9nepRDu1AhgEoQ,33.3047842,-111.9036779,2,13,4
zoHCkEiIKfXiLTKUqKEojQ,33.3057982,-111.8993914,2,53,3
KPSu1373lL6iqBxUOBNOzw,33.30549,-111.8952739,0,4,4
VPmD7zLEvmCYuZI5tVg_Zw,33.3055295,-111.9027999,2,5,3
U9iWs_XQ88IEj_Cgawyz4w,33.30192107,-111.8970361,1,83,4
ptPrA9reecJhSQyzo1aW8g,33.3052343,-111.9026145,3,4,5
vcX9au3IW-Mwv9SNZ_0jQA,33.320219,-111.912961,1,4,3
T_d9GB_p0ajNTVEZ2CMmrw,33.321266,-111.911648,1,4,3
oMbI156EJFrSObGe-SSaRw,33.321378,-111.9274727,2,6,2
jCOTob1avPH52RNuniylkg,33.3061359,-111.9019727,2,177,3.5
e1TRaM2GZq8qBFogZaNklw,33.303241,-111.900904,3,47,3.5
8gJ-0SrGeUcRXgqZtrYLDg,33.305658,-111.902579,2,14,2.5
nXFQjMFJ0qLQSrq1TwLrWQ,33.3052343,-111.9026145,2,3,2.5
Nu0_tUBN6R9Oc-YsLVFNJg,33.3056618,-111.8975543,2,54,3.5
3RM9CbAJ3VsTHa1gcjBI2Q,33.305681,-111.897553,3,3,3
ladc7jWsCaOlaErCDdnubA,33.3070371,-111.8991592,1,9,2
VprXrZ01I5RxhJIyBl3YmQ,33.3055803,-111.9003957,2,9,4
sPVogBdLg95fKzIQ8ErDfA,33.3016651,-111.8980181,2,6,4
W1XSrZgjyHuNYwqckvAQFg,33.3055295,-111.9027999,2,5,2
AOTOKHGbEorQSWr-KVmHZw,33.307098,-111.900586,2,51,3.5
KHgRmDcFxi8neGVUWlZ2mA,33.3055295,-111.9027999,2,7,3
6O5HgEDYEKWDgZwhM6Vv7Q,33.320666,-111.907283,0,4,5
RrY-nZvvCjOydMuUfLt-Lg,33.3055295,-111.9027999,2,5,2.5
aaaL5ChxDKrWPgtdebRG7Q,33.302888,-111.969927,1,3,2.5
b93AyfRDgrQ8v2o6LCdy5A,33.305681,-111.897553,4,3,1.5
IoHpWh3_DNnjHyx6uX1lEA,33.3057002,-111.9016698,1,10,4
tsu1IvAiMy0RFuYzjz7kiA,33.3052343,-111.9026145,0,4,3.5
OMXAkiWyKz0AM6PwwuP38Q,33.317906,-111.964138,3,24,4
bXsc7bNjgQ12LJGwgyaQUA,33.304722,-111.944321,1,4,3.5
X8tfJzFU-pNxWnZk1la03Q,33.315091,-111.971113,2,12,4
rkVil_ksuDzrEG8JibXK8w,33.3197988,-111.929773,0,8,2
Ia_yw3pa-qjJ6in5dVYHGw,33.31941756,-111.9442845,2,19,2.5
z1Np8_oQECKWGCwJJ8864w,33.319212,-111.967861,2,170,3.5
rd2dsPvJANI_sqcrGeCKAw,33.29878428,-111.900786,2,85,3.5
eGoXBEU339Xg-vz0MUq86A,33.305681,-111.897553,2,5,4.5
S-V0RCijw5Em-44yLG4s_g,33.3052343,-111.9026145,3,8,4.5
UVehGYYtA4i5xmFwpIUhLQ,33.3207113,-111.9017554,0,5,4.5
#NAME?,33.3194919,-111.908132,1,21,4
6EepFEl_Ehbo0PjfTFnsGQ,33.320999,-111.907715,0,5,5
VlDFFKFLUd2EnK5V3iDJCQ,33.315655,-111.954156,0,3,5
bKRpIJvOxh65a-koMa1V7w,33.305515,-111.9027992,3,7,3.5
zIimLCCoMBd7p2VtBkLW6w,33.305681,-111.897553,3,9,3.5
50vp5JKtNeAubhPD9cmuHQ,33.305681,-111.897553,0,7,4
LoFX3XAun814ZHwfKj7xYg,33.3052343,-111.9026145,2,4,4.5
xMK01ZbVUYLLoyqoeWAIVw,33.3056888,-111.8973083,3,159,4
lbZfKiN9t5FHuMCf3d3BVw,33.3052737,-111.9087675,0,3,3
IMGW6y8wHQCfr_6k-YXg_A,33.29938698,-111.8984394,2,197,3.5
t652pzxIJjHJB7GuQWe7rw,33.3056767,-111.8976863,2,5,3
X2q3VB7fYqVrxvBqeZaHYw,33.3022462,-111.897967,2,5,3
HICTXgea-Sf0obHv-eQGfg,33.303511,-111.970224,2,3,3.5
HFbuUmowkbFOESYtk95syQ,33.318264,-111.965385,3,5,4
NAIrTovjjWnyLjdJWfjk5Q,33.30492,-111.934287,0,3,2.5
nCeeguQS-MHQRifOpKzwUg,33.317906,-111.964138,2,8,2.5
y9tYQZCWVWscFUuK-xoaMg,33.299715,-111.951678,0,7,4.5
0ONypOKIhttBz9IJzBE8jg,33.3184674,-111.9682552,3,135,4
OaJfStM3hDmbSGKnJspEbA,33.312108,-111.966387,0,6,3.5
dB8_d0PBw2XH3jpbI19zTg,33.316807,-111.971525,0,4,2.5
eMHJP0ANVPcboNXqPw3Vdw,33.3167975,-111.9684955,2,8,4
EVRoFKVKbgP-rz9_6enViQ,33.304812,-111.9682754,1,18,3
WixkMVXXFCx-lYsr6JoF6Q,33.3102056,-111.921403,1,62,3.5
EIfl37kFER2z5ucF7yE-Ng,33.3197988,-111.929773,0,4,3.5
daComt_TaMsSan7bI9pPcA,33.318767,-111.943635,2,7,4.5
fa776KC8le1MHOOws_1PNA,33.3056593,-111.8976622,1,7,3.5
9e4-DYABr1mVEw85ErdBMw,33.3187146,-111.928076,2,4,3
PBcsBfduHaCBVLsgVvAkJQ,33.3058174,-111.9684613,2,7,2.5
p2FoMPsKYDVkDrNv4mEESA,33.3037459,-111.945161,0,11,3.5
Hyi4ljxiKaBw7sktpmTsQw,33.31819,-111.969203,2,3,3.5
Unk6ToZjPfHBPWiGOwqVeA,33.3052386,-111.951304,1,8,4
7-4FxYXhNUS2lhpUb_q5-w,33.3197572,-111.9447195,2,121,3.5
EwSCI5IseOKsNj_ucJAgCw,33.3193648,-111.9671696,3,11,3.5
U_EOMkAZp3-dqz2CdfB2AQ,33.3056416,-111.9451182,1,7,4
HltDCbst7HjQLFrfFoOQtA,33.304845,-111.951499,0,30,4
lWfO5YfGwBLb2zHisT2Ssg,33.3184593,-111.9258211,1,5,3.5
6eq7MrGJNV9SMFT-nfAeaw,33.3170942,-111.968469,2,6,3.5
kVNtgU6JE6Rt6R3nZ9xh3g,33.2729333,-111.8131915,0,9,2
GVg4GHHRblwY1MFlV1ubAw,33.319251,-111.9606812,0,18,4
pS19vd7pkIsd4nXT-hUUNQ,33.318509,-111.925941,1,11,4
_psC7l0rlj1fJIv-B7LlGw,33.2980439,-111.9132302,0,6,5
bTd2Z_ITOufvGySokmHfwg,33.30512,-111.9689603,3,8,3.5
frZdH7hTGIs7nykH4jeIPA,33.3053082,-111.9088314,1,81,4
HLmcbHeosE0OhEjy2C-Ayw,33.30478,-111.897469,2,6,3
y20QO00sCjXWiZ2q6HR4xw,33.305681,-111.897553,0,3,3.5
Uh5O_bvaGuSE1-YVIjXpdg,33.305681,-111.897553,2,7,2.5
VGQQnqEFME8q7XSe6dAwYw,33.2700604,-111.9709043,0,3,4.5
eIWGYfGEoOS0dup41APkoA,33.2700604,-111.9709043,0,6,4.5
KW5vG4PH2LKLMGdp6pt3dg,33.2723652,-111.9789705,0,14,4
PiA6iGArMkzNGxpqu48NTQ,33.302082,-111.898952,0,54,4
O1PwUNte19omnQa0ByXM0Q,33.310833,-111.950669,1,3,5
YF7SYuFzjlowh5Q63-Xd3A,32.9838521,-111.5240392,1,3,2.5
M_YNzre9XrANx3G6ga3RdQ,32.9781484,-111.5242948,1,19,3
l6ymDZz4ZJZGGwBNVUzfYA,32.9873654,-111.5240382,1,10,4
eXUucICvNPJZGVL2jeU5qg,32.9733585,-111.5228522,0,6,3
kNINeBoMawMbQd5cEEjmHQ,33.05472548,-111.379125,2,21,3.5
DYX7PG1Ms4VUlkWqtWeNhw,33.0249727,-111.3872867,0,3,4.5
LeBQ8Wc3BK_i_jPSbFpZHA,33.0267841,-111.3872835,1,22,3
CAY2lyPdy1LRyxhj64eo0Q,33.0310936,-111.3791382,1,3,2.5
76NkpkpM0c83t4oBPMvUSQ,32.960398,-111.338143,2,6,4.5
oyxtTTQFGwCTkDrXAAPELw,33.030992,-111.38562,0,3,4.5
ZV2viRwRRlk0KMwdh7Icxw,33.3778817,-111.7256999,2,8,4
Xa1YMGHxHJYojsdYj1ZVsQ,33.377881,-111.723855,2,3,2
97xusXQsJiBSyFfGgV2PIw,33.377033,-111.7223957,2,10,3
RFeDe3fNr14kvUKlVx6_4w,33.370289,-111.78948,2,85,3.5
g1Rz8AZfcO2A97k6dfesow,33.3610268,-111.7901903,0,14,4
u9kl0iwI7Ziu2GV3IIEPyg,33.3750117,-111.7896301,0,6,5
iwN90973uPSLsx5w1_GQog,33.377442,-111.787498,2,5,2.5
9dZ1Ql35BMbqoO4yebgxdQ,33.365059,-111.755433,1,11,2.5
g38ugtf1IpXPApgA690baw,33.367864,-111.789388,1,10,2.5
pYIVmAh3bfCNIlyt4Xvkjg,33.3674703,-111.7561592,2,10,3
ETg80zdzuBm7gBfW3UoMIw,33.362894,-111.7897157,1,12,4
4jf5PMaxpcgA_fhirn5GgA,33.3677452,-111.7557338,2,36,2.5
#NAME?,33.3667149,-111.7561115,1,5,4.5
WtvMpGO6revfY4p0I8DFSA,33.351375,-111.7549934,2,55,4
CC-HRicTUMw2ddYIOrq-4w,33.3609016,-111.7898283,0,4,4
Er20nsiOS6TFHmAE717iTA,33.3672556,-111.7561273,2,93,4.5
VbwGZIA08Ss4yid01G6xAw,33.3644907,-111.7876346,2,20,2.5
aYmXYxN_jiWI9mc9wyLkQQ,33.3642534,-111.7896906,0,3,2.5
Tb3g4ozpop5lWfxIc33PKA,33.378828,-111.7586207,0,9,1.5
ZJT___P-qm4njfocYG1r6A,33.3637024,-111.7558837,0,15,3.5
QEXLvs_JbZ7BxFfyqLla0g,33.3788849,-111.7843587,1,14,3
7cfh_iFrzh2489palOKKmQ,33.3686449,-111.7896985,0,15,4
o7Fe4XBY4rU3eGTD4Z5kHw,33.3356679,-111.7751552,0,21,3
hpFSPJJHlP_Rsk-gyOfEzw,33.359898,-111.790191,0,3,3.5
HKFx1r4v_NIOjMfnghZlNw,33.377165,-111.787576,1,31,4.5
qzJC_gpC4_6HJFpz3kwtnw,33.3511761,-111.7555606,2,6,4
kaeF6dd_f_Hd7raszKWAWg,33.3644907,-111.7876346,2,46,3.5
Mq1-OIVM3ZhdHv2AOrYpPw,33.3777099,-111.7823475,0,11,1.5
CRvVvR6aE1eWVRtzQ0UC6g,33.36115289,-111.7899871,1,99,3.5
a8xcpgXZLLcwuu7h9SLuzQ,33.366451,-111.754675,2,7,5
tiP6IWJ7-18jsLuOTH1JnA,33.371421,-111.790501,0,5,2.5
HjM7hG2Fqrn6ZGmffs5aDQ,33.354126,-111.789259,1,20,3.5
BtsACWHpDrLzu3oYqYr5kg,33.3765364,-111.7891196,0,7,4.5
8eua5HbxSrVfCf5woYOyUA,33.3790814,-111.7551082,1,3,4.5
KwWKimlUB64oJBtYJF7Bow,33.3790929,-111.7405054,1,4,3
